city,industry,category,share_pct,avg_salary,demand_index,growth_pct,education,skills
运城,石油化工与炼化,能源化工,13.7,9900,46.4,2.0,大专及以上,DCS控制|安全环保管理|冶金工艺|设备维护
连云港,有色金属冶炼加工,能源化工,21.7,9100,47.8,-0.6,大专及以上,电气自动化|安全环保管理|冶金工艺|设备维护
连云港,冷链物流,现代物流,19.4,9300,63.1,5.4,大专及以上,供应链管理|仓储运营|路径优化|WMS系统
连云港,节能环保工程,新材料与环保,19.4,12000,70.2,2.3,硕士及以上,材料表征|环境工程|工艺优化|碳中和核算
通化,轨道交通装备制造,高端装备制造,17.5,9900,77.1,5.8,大专及以上,机械设计|精益生产|数控编程|设备调试
通化,化学药与生物药制造,生物医药,16.7,10600,60.4,2.2,硕士及以上,药学|GMP规范|实验室操作|注册法规
通化,食品加工与饮料制造,农业食品,11.2,7300,54.6,2.0,大专及以上,食品工艺|质量检测|食品安全法规|供应链管理
通辽,电力与热力生产,能源化工,21.9,8200,65.7,0.0,大专及以上,化工工艺|电气自动化|安全环保管理|冶金工艺
通辽,仓储与供应链管理,现代物流,18.1,7800,78.9,1.7,大专及以上,供应链管理|仓储运营|国际货代|路径优化
通辽,白酒与酿造,农业食品,12.8,6100,51.3,1.2,大专及以上,食品工艺|质量检测|农业技术推广|品牌营销
遵义,白酒与酿造,农业食品,26.7,7800,60.5,1.3,大专及以上,食品工艺|食品安全法规|供应链管理|品牌营销
遵义,煤化工与焦化,能源化工,19.9,10900,49.4,-0.8,大专及以上,DCS控制|电气自动化|安全环保管理|设备维护
遵义,旅行社与旅游产品,文化旅游,12.7,8700,46.5,4.2,大专及以上,旅游产品设计|酒店运营|外语能力|活动策划
邢台,精密机械加工,高端装备制造,17.8,10400,72.3,3.3,大专及以上,CAD/CAM|PLC控制|数控编程|设备调试
邢台,有色金属冶炼加工,能源化工,14.2,10700,48.8,1.5,大专及以上,化工工艺|DCS控制|冶金工艺|设备维护
邢台,畜牧与水产养殖,农业食品,10.9,8500,64.5,2.4,大专及以上,质量检测|食品安全法规|供应链管理|品牌营销
邯郸,石油化工与炼化,能源化工,19.6,11000,60.9,0.5,大专及以上,DCS控制|安全环保管理|冶金工艺|设备维护
邯郸,轨道交通装备制造,高端装备制造,15.5,9900,72.9,2.6,大专及以上,CAD/CAM|精益生产|数控编程|设备调试
邯郸,新材料研发制造,新材料与环保,15.5,11400,63.0,3.1,硕士及以上,环境工程|检测认证|工艺优化|实验室管理
邵阳,跨境贸易与出海,商贸零售,18.9,5800,69.2,4.5,大专及以上,用户增长|直播营销|商品采购|跨境贸易
邵阳,轨道交通装备制造,高端装备制造,18.1,7200,62.6,4.3,大专及以上,CAD/CAM|PLC控制|数控编程|设备调试
邵阳,白酒与酿造,农业食品,14.5,6000,58.4,1.7,大专及以上,质量检测|农业技术推广|供应链管理|品牌营销
郑州,仓储与供应链管理,现代物流,11.4,8400,68.2,1.7,大专及以上,仓储运营|国际货代|路径优化|WMS系统
郑州,职业与技能培训,教育培训,10.0,7700,63.2,-2.2,本科及以上,教学设计|课程研发|演讲表达|学生管理
郑州,新能源汽车整车制造,汽车与新能源,9.1,12700,71.4,4.6,本科及以上,三电系统|CAN总线|自动驾驶|整车标定
郑州,特色农产品种植加工,农业食品,6.0,7400,43.7,2.2,大专及以上,食品工艺|质量检测|农业技术推广|供应链管理
郑州,集成电路设计与制造,半导体电子,5.8,14400,88.6,8.0,本科及以上,微电子|半导体工艺|嵌入式C|版图设计
郴州,新材料研发制造,新材料与环保,17.5,8000,72.1,2.2,硕士及以上,材料表征|检测认证|工艺优化|实验室管理
郴州,康养与休闲度假,文化旅游,16.5,5900,46.5,-0.5,大专及以上,旅游产品设计|目的地营销|外语能力|活动策划
郴州,有色金属冶炼加工,能源化工,12.3,7300,60.5,-1.9,大专及以上,化工工艺|DCS控制|电气自动化|安全环保管理
鄂尔多斯,再生资源利用,新材料与环保,19.4,12700,65.7,6.4,硕士及以上,环境工程|检测认证|工艺优化|实验室管理
鄂尔多斯,电力与热力生产,能源化工,16.5,9900,49.3,-0.3,大专及以上,化工工艺|DCS控制|电气自动化|设备维护
鄂尔多斯,轨道交通装备制造,高端装备制造,12.7,11000,78.5,2.3,大专及以上,机械设计|PLC控制|数控编程|设备调试
鄂州,光电显示器件制造,半导体电子,24.2,13900,73.2,4.8,本科及以上,微电子|电路设计|半导体工艺|嵌入式C
鄂州,通用设备制造,高端装备制造,19.5,10300,64.4,2.0,大专及以上,机械设计|CAD/CAM|数控编程|设备调试
鄂州,航空物流与快递,现代物流,12.7,8000,65.7,5.4,大专及以上,仓储运营|国际货代|路径优化|WMS系统
酒泉,白酒与酿造,农业食品,17.7,7100,45.1,3.8,大专及以上,食品工艺|质量检测|农业技术推广|供应链管理
酒泉,再生资源利用,新材料与环保,15.2,9900,74.3,5.5,硕士及以上,材料表征|环境工程|实验室管理|碳中和核算
酒泉,煤化工与焦化,能源化工,13.6,9300,52.0,-1.5,大专及以上,化工工艺|DCS控制|安全环保管理|设备维护
重庆,精密机械加工,高端装备制造,18.0,11000,71.7,5.1,大专及以上,机械设计|CAD/CAM|数控编程|设备调试
重庆,软件开发与信息服务,信息技术,12.7,16000,86.4,7.5,本科及以上,Python|数据分析|机器学习|云计算
重庆,动力电池与储能,汽车与新能源,10.1,10900,81.4,4.8,本科及以上,三电系统|嵌入式开发|电池技术|CAN总线
重庆,港口航运与货代,现代物流,9.7,7700,74.9,2.7,大专及以上,供应链管理|国际货代|路径优化|WMS系统
重庆,职业与技能培训,教育培训,8.9,8000,65.7,2.3,本科及以上,教学设计|课程研发|演讲表达|教育心理学
金华,精密机械加工,高端装备制造,24.7,9900,69.7,3.6,大专及以上,CAD/CAM|精益生产|数控编程|设备调试
金华,专业市场与展会服务,商贸零售,13.5,7600,71.6,2.0,大专及以上,电商运营|用户增长|直播营销|客户关系管理
金华,冷链物流,现代物流,13.1,7300,63.2,5.2,大专及以上,仓储运营|国际货代|路径优化|关务合规
钦州,节能环保工程,新材料与环保,20.0,9900,73.6,5.3,硕士及以上,材料表征|检测认证|工艺优化|实验室管理
钦州,航空物流与快递,现代物流,16.6,7300,78.6,1.6,大专及以上,供应链管理|路径优化|WMS系统|关务合规
钦州,有色金属冶炼加工,能源化工,16.3,10000,61.5,0.9,大专及以上,化工工艺|电气自动化|安全环保管理|设备维护
铜仁,节能环保工程,新材料与环保,24.8,10500,76.9,3.7,硕士及以上,材料表征|检测认证|实验室管理|碳中和核算
铜仁,景区与主题公园运营,文化旅游,19.1,6100,45.0,0.6,大专及以上,旅游产品设计|目的地营销|外语能力|活动策划
铜仁,畜牧与水产养殖,农业食品,13.8,6400,59.2,1.8,大专及以上,食品工艺|农业技术推广|食品安全法规|品牌营销
铜陵,有色金属冶炼加工,能源化工,23.8,10600,62.3,1.9,大专及以上,化工工艺|DCS控制|冶金工艺|设备维护
铜陵,通用设备制造,高端装备制造,19.7,11600,63.9,1.3,大专及以上,机械设计|CAD/CAM|精益生产|设备调试
铜陵,再生资源利用,新材料与环保,11.9,11600,61.4,5.5,硕士及以上,材料表征|检测认证|实验室管理|碳中和核算
银川,新材料研发制造,新材料与环保,26.6,7200,63.2,2.9,硕士及以上,材料表征|环境工程|检测认证|工艺优化
银川,人工智能与算法服务,信息技术,20.5,11900,73.3,3.1,本科及以上,Python|机器学习|云计算|系统架构
银川,有色金属冶炼加工,能源化工,14.8,6400,51.2,-0.5,大专及以上,化工工艺|DCS控制|安全环保管理|冶金工艺
锦州,石油化工与炼化,能源化工,17.6,8700,65.1,0.3,大专及以上,化工工艺|DCS控制|冶金工艺|设备维护
锦州,轨道交通装备制造,高端装备制造,15.0,8700,64.4,3.9,大专及以上,CAD/CAM|PLC控制|精益生产|数控编程
锦州,食品加工与饮料制造,农业食品,11.7,6500,64.7,2.6,大专及以上,食品工艺|质量检测|农业技术推广|品牌营销
镇江,航空物流与快递,现代物流,22.1,7000,62.1,2.7,大专及以上,供应链管理|仓储运营|WMS系统|关务合规
镇江,精密机械加工,高端装备制造,20.4,7800,68.8,0.6,大专及以上,CAD/CAM|PLC控制|精益生产|数控编程
镇江,节能环保工程,新材料与环保,18.6,8900,75.9,2.3,硕士及以上,材料表征|环境工程|检测认证|工艺优化
长春,化学药与生物药制造,生物医药,15.5,13100,62.1,5.9,硕士及以上,分子生物学|GMP规范|临床研究|实验室操作
长春,轨道交通装备制造,高端装备制造,14.3,11300,66.6,5.8,大专及以上,机械设计|CAD/CAM|精益生产|设备调试
长春,特色农产品种植加工,农业食品,12.5,7300,65.6,0.5,大专及以上,食品工艺|质量检测|食品安全法规|供应链管理
长春,动力电池与储能,汽车与新能源,10.5,14200,69.2,3.8,本科及以上,三电系统|嵌入式开发|电池技术|CAN总线
长沙,K12与素质教育,教育培训,11.3,8100,51.6,0.9,本科及以上,教学设计|课程研发|演讲表达|教育心理学
长沙,工业机器人与自动化,高端装备制造,10.5,9400,65.5,2.4,大专及以上,CAD/CAM|精益生产|数控编程|设备调试
长沙,新能源汽车整车制造,汽车与新能源,8.3,10700,85.9,4.4,本科及以上,三电系统|嵌入式开发|电池技术|自动驾驶
长沙,人工智能与算法服务,信息技术,6.6,15000,80.7,2.9,本科及以上,Python|Java|数据分析|云计算
长沙,出版与数字媒体,文化传媒,6.0,7700,71.9,1.5,本科及以上,内容策划|短视频剪辑|文案写作|视觉设计
长治,有色金属冶炼加工,能源化工,17.4,8600,51.9,0.5,大专及以上,化工工艺|DCS控制|安全环保管理|设备维护
长治,工业机器人与自动化,高端装备制造,16.9,9100,65.7,0.9,大专及以上,机械设计|CAD/CAM|PLC控制|精益生产
长治,智能终端组装制造,半导体电子,14.1,11900,87.5,5.1,本科及以上,微电子|电路设计|版图设计|测试验证
阜阳,仓储与供应链管理,现代物流,23.8,7700,73.2,4.7,大专及以上,供应链管理|仓储运营|国际货代|WMS系统
阜阳,特色农产品种植加工,农业食品,19.5,7900,67.5,1.7,大专及以上,质量检测|农业技术推广|食品安全法规|供应链管理
阜阳,电子商务运营,商贸零售,15.8,7200,72.8,4.4,大专及以上,用户增长|商品采购|客户关系管理|跨境贸易
阳江,畜牧与水产养殖,农业食品,18.8,6400,66.5,3.9,大专及以上,食品工艺|农业技术推广|食品安全法规|品牌营销
阳江,通用设备制造,高端装备制造,18.4,8200,59.4,2.5,大专及以上,机械设计|CAD/CAM|PLC控制|设备调试
阳江,节能环保工程,新材料与环保,16.0,8500,78.0,3.0,硕士及以上,材料表征|环境工程|检测认证|工艺优化
阳泉,石油化工与炼化,能源化工,21.8,10400,58.0,1.1,大专及以上,化工工艺|电气自动化|安全环保管理|冶金工艺
阳泉,再生资源利用,新材料与环保,20.5,10700,60.2,3.4,硕士及以上,材料表征|环境工程|实验室管理|碳中和核算
阳泉,工业机器人与自动化,高端装备制造,12.0,10200,61.0,2.5,大专及以上,机械设计|PLC控制|数控编程|设备调试
阿拉善,有色金属冶炼加工,能源化工,20.4,9000,67.4,-0.4,大专及以上,DCS控制|电气自动化|安全环保管理|冶金工艺
阿拉善,新材料研发制造,新材料与环保,13.4,9300,59.9,1.9,硕士及以上,材料表征|环境工程|检测认证|实验室管理
阿拉善,旅行社与旅游产品,文化旅游,9.9,6800,54.2,2.4,大专及以上,酒店运营|客户服务|目的地营销|外语能力
雅安,景区与主题公园运营,文化旅游,22.6,6800,64.0,1.4,大专及以上,酒店运营|客户服务|外语能力|活动策划
雅安,新材料研发制造,新材料与环保,18.6,10300,62.5,2.5,硕士及以上,环境工程|检测认证|工艺优化|实验室管理
雅安,特色农产品种植加工,农业食品,15.0,7900,51.9,2.4,大专及以上,食品工艺|质量检测|农业技术推广|供应链管理
青岛,新能源汽车整车制造,汽车与新能源,17.3,12400,82.6,3.5,本科及以上,三电系统|电池技术|自动驾驶|整车标定
青岛,仓储与供应链管理,现代物流,17.2,8300,79.3,2.6,大专及以上,供应链管理|仓储运营|路径优化|WMS系统
青岛,通用设备制造,高端装备制造,13.5,11600,59.5,4.3,大专及以上,机械设计|CAD/CAM|PLC控制|精益生产
青岛,旅行社与旅游产品,文化旅游,11.5,7500,67.2,-1.3,大专及以上,酒店运营|目的地营销|外语能力|活动策划
鞍山,工业机器人与自动化,高端装备制造,16.4,9600,77.4,4.0,大专及以上,机械设计|CAD/CAM|数控编程|设备调试
鞍山,煤化工与焦化,能源化工,14.7,9200,53.6,2.6,大专及以上,化工工艺|DCS控制|安全环保管理|冶金工艺
鞍山,检验检测与认证,新材料与环保,14.5,9200,63.8,5.8,硕士及以上,材料表征|环境工程|工艺优化|实验室管理
韶关,景区与主题公园运营,文化旅游,21.7,5500,50.5,0.4,大专及以上,酒店运营|客户服务|目的地营销|活动策划
韶关,节能环保工程,新材料与环保,17.2,8000,59.6,3.0,硕士及以上,材料表征|环境工程|工艺优化|碳中和核算
韶关,轨道交通装备制造,高端装备制造,15.7,7900,78.1,4.2,大专及以上,CAD/CAM|PLC控制|精益生产|数控编程
香港,证券与基金服务,金融商务,19.9,8300,73.1,2.5,本科及以上,财务分析|风险控制|数据建模|商务谈判
香港,航空物流与快递,现代物流,13.0,5100,62.4,2.5,大专及以上,仓储运营|国际货代|WMS系统|关务合规
香港,专业市场与展会服务,商贸零售,9.3,4600,57.8,-0.5,大专及以上,用户增长|商品采购|客户关系管理|跨境贸易
香港,康养与休闲度假,文化旅游,8.9,4100,63.2,1.0,大专及以上,客户服务|目的地营销|外语能力|活动策划
马鞍山,有色金属冶炼加工,能源化工,18.0,6500,50.2,1.4,大专及以上,DCS控制|电气自动化|安全环保管理|设备维护
马鞍山,通用设备制造,高端装备制造,15.0,7200,77.5,1.8,大专及以上,机械设计|PLC控制|精益生产|数控编程
马鞍山,节能环保工程,新材料与环保,12.7,7400,62.5,3.8,硕士及以上,材料表征|环境工程|工艺优化|碳中和核算
驻马店,轨道交通装备制造,高端装备制造,20.5,11700,70.3,5.0,大专及以上,机械设计|PLC控制|精益生产|数控编程
驻马店,港口航运与货代,现代物流,20.4,9300,70.0,1.8,大专及以上,仓储运营|国际货代|路径优化|关务合规
驻马店,食品加工与饮料制造,农业食品,10.9,9200,56.7,1.4,大专及以上,食品工艺|食品安全法规|供应链管理|品牌营销
鸡西,电力与热力生产,能源化工,22.2,9100,68.2,-0.3,大专及以上,化工工艺|电气自动化|安全环保管理|设备维护
鸡西,新材料研发制造,新材料与环保,15.7,9800,60.7,2.7,硕士及以上,材料表征|环境工程|检测认证|实验室管理
鸡西,食品加工与饮料制造,农业食品,14.9,7400,44.4,2.8,大专及以上,食品工艺|农业技术推广|食品安全法规|品牌营销
鹤壁,节能环保工程,新材料与环保,19.8,8500,72.6,1.9,硕士及以上,环境工程|检测认证|实验室管理|碳中和核算
鹤壁,软件开发与信息服务,信息技术,17.8,14900,82.3,8.0,本科及以上,Python|数据分析|云计算|系统架构
鹤壁,有色金属冶炼加工,能源化工,14.4,9000,49.7,1.4,大专及以上,化工工艺|DCS控制|安全环保管理|设备维护
黄冈,房地产开发经营,建筑地产,25.1,9300,44.3,-4.0,大专及以上,BIM建模|工程造价|施工管理|项目管理
黄冈,景区与主题公园运营,文化旅游,13.0,6500,59.0,0.3,大专及以上,旅游产品设计|酒店运营|目的地营销|外语能力
黄冈,白酒与酿造,农业食品,12.6,6400,43.1,1.8,大专及以上,食品工艺|农业技术推广|供应链管理|品牌营销
黄山,旅行社与旅游产品,文化旅游,20.0,5900,45.1,-0.3,大专及以上,旅游产品设计|客户服务|外语能力|活动策划
黄山,畜牧与水产养殖,农业食品,13.6,6600,44.3,1.8,大专及以上,食品工艺|食品安全法规|供应链管理|品牌营销
黄山,专业市场与展会服务,商贸零售,13.4,6300,50.7,3.2,大专及以上,电商运营|用户增长|直播营销|客户关系管理
黄石,轨道交通装备制造,高端装备制造,20.9,10200,58.4,5.1,大专及以上,机械设计|CAD/CAM|PLC控制|设备调试
黄石,节能环保工程,新材料与环保,19.2,10000,60.0,2.7,硕士及以上,材料表征|检测认证|工艺优化|碳中和核算
黄石,电力与热力生产,能源化工,14.3,9800,53.9,0.7,大专及以上,化工工艺|DCS控制|电气自动化|冶金工艺
齐齐哈尔,精密机械加工,高端装备制造,18.6,9500,67.2,3.3,大专及以上,机械设计|CAD/CAM|精益生产|数控编程
齐齐哈尔,白酒与酿造,农业食品,17.0,6900,53.7,1.8,大专及以上,农业技术推广|食品安全法规|供应链管理|品牌营销
齐齐哈尔,煤化工与焦化,能源化工,16.4,10100,61.7,1.2,大专及以上,DCS控制|电气自动化|安全环保管理|冶金工艺
龙岩,煤化工与焦化,能源化工,21.1,10500,59.7,0.4,大专及以上,化工工艺|DCS控制|冶金工艺|设备维护
龙岩,食品加工与饮料制造,农业食品,19.9,8500,55.6,1.6,大专及以上,食品工艺|质量检测|农业技术推广|品牌营销
龙岩,再生资源利用,新材料与环保,11.7,10800,63.8,1.0,硕士及以上,材料表征|环境工程|实验室管理|碳中和核算
